FACILID,FACSIZE,CHAIN,own2,occu_cat,perroom1,perroom2,perapt1,perapt2,unitmicro,unitcook,unitoven,unitfrig,unitsink,unitlock,unitfull,unithalf,KITCHEN,resspou2,rcfyear2,RCFBUILT,smokeres2,smokercf2,wateres2,watercf2,GRABRCF,wheelrcf2,callres2,wheelres2,WHEELBAT,grabath2,RESPITE,ADULTDAY,anyddmi,RISKAGRE,RISKOTH,LGFURN,smfurn2,PETRCF,PETRES,carpark2,MEDICAID,resmed2,WAITLIST,waitnum2,waitdays2,movein2,DIED2,moveout2,movehosp2,movenh2,movercf2,movepriv2,moveothp2,movecost2,rnhour2,lpnhour2,aidehour2,acthour2,dirhour2,rnhppd2,lpnhppd2,aidehppd2,CONTRACT,VOLWORK,volnum2,VOLOFFIC,VOLHOME,VOLPERS,VOLTRAN,VOLVISIT,VOLFAM,VOLRELIG,VOLMEAL,VOLSHOP,VOLREC,VOLEXER,VOLOTHER,resvol2,nightstf2,dirnum2,rnnum2,lpnnum2,aidenum2,dirleft2,rnleft2,lpnleft2,aideleft2,FLUSTAFF,FLUST_IMP,VACRECOM,VACSITE,VACFREE,VACCOST,VACINCEN,VACPROF,VACFURLO,VACMAIN,PNEUMAIN,PANDEMIC,TRAINAID,trainhrs2,HOUSEKP,JANITOR,FOODPREP,HELPREC,HELPLAUN,HELPTRAN,anytask,HIFAM,HIAIDE,LIFEAIDE,PENSAIDE,PAYPREM,FORMFUNC,physcog2,INDSERV,EHRS,COMPUTER,ITDEM,ITMDINFO,ITFUNC,ITSERPLN,ITNOTE,ITPROB,ITRXADM,ITRXLIST,ITALLERG,ITPRESC,ITCONTRA,ITORDER,ITVIEW,ITREMIND,ITDISCH,ITPUBLIC,anyitcap,ITMD,ITNH,ITHOSP,ITPHARM,ITLAB,ITLTC,ITPERS,ITPHR,ITCORP,itanyexch,PDA,HISPN_IMP,reshisp2,GENDER_IMP,resmale2,resfemale2,AGE_IMP,reslt55,reslt65,reslt75,reslt85,resge85,RACE_IMP,reswhite2,resblack2,resother2,resmem2,urincont2,bedchair2,wheelchr2,bedhelp2,eathelp2,medhelp2,walkhelp2,bathhelp2,demwing2,perdembed2,perdemres2,DEMLOCK,DEMWATCH,DEMYARD,DEMRATIO,DEMTRAIN,ADEMER,DCEMER,ADCOG,DCCOG,ADBEH,DCBEH,ADSNC,DCSNC,ADMON,DCMON,ADURINE,DCURINE,ADFECES,DCFECES,ADLIFT,DCLIFT,ADDRUG,DCDRUG,ADEOLC,DCEOLC,ADOTH,DCOTH,SERVDIET,STAFDIET,SERVNURS,STAFNURS,SERVBHM,STAFBHM,SERVOUT,STAFOUT,SERVCONT,STAFCONT,SERVAPPT,STAFAPPT,SERVSTOR,STAFSTOR,SERVCOUN,STAFCOUN,SERVCASE,STAFCASE,SERVOCC,STAFOCC,SERVPT,STAFPT,SERVWORK,STAFWORK,SERVEDU,STAFEDU,CABLETV,PHONE,INTERNET,PUBNET,AMPHONE,TDD,LISTEN,SIGNAL,BOARD,OTHEAR,MEDSTORE,MEDMIND,MEDDELIV,MEDHAND,MEDTAKE,MEDCUE,MEDDROP,MEDIV,MEDINJ,MEDOTH,RNHAND,LPNHAND,CERTHAND,AIDEHAND,DIRHAND,RNADM,LPNADM,CERTADM,AIDEADM,DIRADM,PERSLIC,DRMEDS,RESTRAIN,DRUGBEH,RATETYPE,FFSTYPE,DEPOSIT,PRIORFEE,costapt1,costapt1a,costapt2,costapt2a,costrm1,costrm1a,costrm2,costrm2a,SNSBAS,SNSEX,CONTBAS,CONTEX,APPTBAS,APPTEX,OCCBAS,OCCEX,PTBAS,PTEX,PRIVNURS,mealsbas2,MEALTIME,MEALROOM,RESNOENG,SPEAKLAN,FAMHELP,HANDSIGN,OTHCOMM,FACRESP,totalfac2,certif_comb,thisfac2,DIRGEND,dirage2,DIRHISP,DIRWHITE,DIRBLACK,DIRASIAN,dirother,dired2,msa2,PUFSTRATA,PUFPOPFAC,FACFNWT
11,1,1,1,3,0,100,0,0,25,25,25,25,25,25,25,25,1,0,2,2,2,1,2,2,1,1,3,2,1,1,2,2,1,1,-1,1,1,2,2,1,1,20,2,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,80,0,39,1,1,4,1,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,95,1,1,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,1,4,4,2,1,2,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,28.6,71.4,2,25,42.9,28.6,25,25,2,100,0,0,14.3,4,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,3,1,1,2,3,3,1,2,2,3,2,3,2,3,1,2,2,3,1,2,1,3,1,2,1,1,1,3,1,3,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,1200,-1,1,2,1,2,1,2,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,191,1,120,2,2,2,1,2,2,2,1,1,8,2395,2
12,2,1,1,3,85.7,14.3,0,0,25,25,25,25,25,75,35.7,64.3,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,2,1,1,1,20,1,2,30.4,9,5,1,5,5,5,95,5,5,3,0,266,6,10,2,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,10,1,0,0,0,7,2,1,2,2,2,2,2,2,5,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,23.1,76.9,2,25,25,25,46.2,46.2,2,100,0,0,84.6,1,5,3,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,-1,1,3,1,1,1,3,1,3,1,3,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,-1,-1,-1,-1,2400,-1,2900,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,2,2,1,2,-1,-1,-1,-1,2,-1,1,60,1,2,2,1,2,2,2,3,1,3,899,7
13,3,1,1,1,63.6,36.4,0,0,25,25,25,25,25,25,45.5,29.5,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,-1,2,1,2,1,1,1,20,2,-1,-1,10,6,3,5,95,5,5,5,95,0,0,40,40,40,1,1,2,2,1,3,2,2,2,2,1,2,1,2,2,1,1,2,95,3,3,0,0,15,0,0,0,0,8,2,2,1,1,2,2,1,2,4,4,2,1,2,2,2,1,1,1,2,1,1,-1,1,2,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,8.3,91.7,2,25,25,25,25,61.1,2,86.1,5.6,5,83.3,3,3,3,3,3,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,3,3,1,1,2,1,2,1,1,2,-1,1,1,1,3,1,3,1,3,1,3,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,4500,-1,3500,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,300,1,120,2,3,2,2,2,1,2,3,1,1,1789,10
14,3,2,2,3,62.2,37.8,0,0,25,25,25,75,75,75,75,25,1,25,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,-1,1,-8,-8,10,1,4,8.3,75,8.3,5,8.3,5,80,81,135,40,60,4,4,2,2,1,3,2,2,2,2,1,1,1,1,2,1,1,2,75,1,2,3,4,6,0,0,0,0,5,2,1,1,1,2,2,2,2,4,4,3,1,4,2,2,2,1,2,1,1,1,-1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,0,2,22.5,77.5,2,25,25,25,25,75,2,100,0,0,0,5,5,4,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,2,1,2,2,-1,1,1,1,1,2,1,1,-8,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,-1,1,2,2,1,2,2,1,-1,-1,-1,-1,3400,-1,3500,-1,1,2,-1,-1,1,1,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,132,1,120,2,3,2,1,2,2,2,4,1,5,2908,12
15,2,1,1,1,37.5,62.5,0,0,25,25,25,25,25,75,75,25,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,1,1,1,1,1,1,75,2,-1,-1,1,1,1,5,95,5,5,5,5,0,0,181,0,5,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,6,0,0,0,1,2,2,1,1,2,2,2,2,1,4,4,3,1,2,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,57.1,42.9,2,25,25,28.6,25,42.9,2,100,0,0,28.6,2,5,1,1,2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,-1,-1,-1,-1,2595,-1,2295,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,-1,-1,-1,-1,1,144,1,120,2,2,2,1,2,2,2,1,1,11,2516,8
16,1,2,1,1,40,60,0,0,25,25,25,25,25,25,40,60,2,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,2,1,1,1,2,1,75,2,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,80,120,168,40,0,4,4,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,15,0,0,0,10,7,2,1,1,1,2,2,1,1,3,4,3,1,2,2,2,2,1,2,1,1,1,-1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,20,80,2,25,25,25,40,40,2,100,0,0,0,1,5,4,5,4,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,-1,-1,-1,-1,2170,-1,2015,-1,1,2,1,2,1,2,-1,-1,-1,-1,1,2,2,2,1,1,2,2,1,2,-1,1,60,1,3,2,1,2,2,2,4,2,8,2395,2
17,3,1,2,1,0,0,81.3,18.8,75,75,75,75,75,75,75,25,1,25,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,2,1,1,1,20,1,4,180,15,2,1,5,95,5,5,5,5,0,16,280,0,0,1,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,8,0,0,1,0,7,2,1,1,2,2,2,2,2,4,4,3,1,2,2,2,2,1,1,2,1,1,-1,1,1,1,2,-1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,34.4,65.6,2,25,25,62.5,37.5,25,2,100,0,0,0,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,3,2,3,2,1,2,1,1,2,3,2,2,3,2,1,3,1,2,3,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1810,-1,2250,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,12,1,12,2,1,2,1,2,2,2,3,2,10,3778,10
18,4,1,1,1,50.8,49.2,0,0,75,25,25,75,25,75,75,25,2,5.7,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,-1,1,1,1,1,1,2,-1,2,-1,-1,22,6,4,5,38.5,15.4,46.2,5,53.8,40,120,840,80,40,2,4,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,4,15,1,1,2,12,7,2,1,1,1,1,1,2,2,4,4,3,1,3,1,2,2,1,1,1,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,32.9,67.1,2,25,25,25,25,71.4,2,89.9,7.2,2.9,47.1,3,4,4,3,4,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,3,3,2,2,1,2,1,2,1,2,3,3,3,3,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,-1,2,2,1,1,1,2,1,-1,-1,-1,-1,4500,4500,3500,3500,-1,-1,2,1,1,2,1,2,1,2,2,2,1,1,2,-1,-1,-1,-1,1,120,1,12,1,2,2,2,2,1,2,4,-8,9,682,10
19,2,2,1,2,23.5,76.5,0,0,25,25,25,25,25,75,75,25,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,-1,1,1,2,1,1,2,-1,1,2,40.4,4,1,2,5,5,66.7,33.3,5,5,0,0,160,0,80,1,1,3,2,1,3,2,1,1,2,1,1,1,2,2,1,2,2,95,1,2,0,0,4,2,0,0,2,7,2,2,1,1,2,2,2,2,4,4,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,5.9,94.1,2,25,25,58.8,25,25,2,100,0,0,29.4,4,5,4,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,-1,1,1,2,-1,1,1,1,3,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,-1,-1,-1,-1,2275,-1,1495,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,180,2,30,2,2,2,1,2,2,2,1,1,7,1539,8
20,1,2,1,1,33.3,66.7,0,0,25,25,25,25,25,75,33.3,66.7,1,0,1,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,-1,2,-1,-1,1,1,1,5,95,5,5,5,5,14,0,120,0,14,4,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,0,2,0,0,0,0,7,2,2,2,1,2,2,2,2,3,4,1,1,4,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,25,75,2,100,0,0,0,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,1,2,1,2,3,3,1,2,3,2,3,3,2,1,3,3,3,3,1,1,1,3,1,3,1,3,2,-1,1,3,1,3,2,-1,2,-1,2,-1,1,2,1,2,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,2,-1,-1,-1,-1,2500,-1,2000,-1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,-1,-1,-1,-1,1,42,2,42,2,2,2,2,2,1,2,4,1,8,2395,23
21,1,2,1,4,100,0,0,0,25,25,25,25,25,75,75,25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-1,2,1,1,1,1,2,-1,1,2,91.3,2,1,1,-1,-1,-1,-1,-1,-1,0,0,80,0,40,1,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,0,0,1,5,2,2,2,2,2,2,2,2,4,4,2,1,2,2,1,1,1,1,2,1,1,-1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,50,50,2,25,25,25,25,75,2,100,0,0,50,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,-1,-1,-1,-1,2700,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,120,1,87,2,2,2,2,2,1,2,3,1,4,9825,35
22,2,2,1,3,30.8,69.2,0,0,25,25,25,25,25,38.5,25,25,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,-1,2,-1,-1,10,3,2,5,5,95,5,5,5,0,0,240,10,43,1,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,15,2,0,0,5,7,2,1,1,1,2,2,2,2,4,4,3,1,2,1,1,1,1,1,1,1,1,-1,1,1,2,1,2,1,1,-1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,81,19,2,25,42.9,25,28.6,25,2,95.2,4.8,0,9.5,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,2,1,1,2,3,3,1,2,1,2,3,3,1,2,1,2,2,2,1,3,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,-1,-1,-1,-1,2400,-1,1200,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,2,-1,1,59,2,2,2,1,2,2,2,3,2,11,2516,5
23,2,2,2,3,42.9,57.1,0,0,25,25,25,25,25,25,25,25,2,0,2,1,1,1,1,1,3,1,3,1,1,1,2,1,2,1,-1,1,1,1,1,2,2,-1,1,5,15,3,4,1,95,5,5,5,5,5,0,108,39,80,0,1,4,2,2,1,4,2,2,1,2,1,1,1,2,2,2,2,2,95,1,1,3,1,7,0,0,0,1,1,2,2,2,2,2,2,2,2,4,4,3,1,2,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,20,80,2,25,25,30,60,25,2,100,0,0,10,1,5,2,1,3,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,2,1,2,2,-1,2,-1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,-1,-1,-1,-1,2000,-1,2000,-1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,216,1,120,2,2,2,1,2,2,2,2,1,11,2516,8
24,2,1,1,3,76.9,23.1,0,0,25,25,25,25,25,75,25,25,2,0,1,2,1,1,1,1,3,2,3,1,1,1,2,2,1,2,1,2,1,2,2,2,1,20,1,2,15,1,1,1,5,5,5,5,95,5,0,0,120,0,54,1,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,3,0,0,0,0,8,2,2,2,2,2,2,2,2,3,5,1,1,2,1,1,1,1,1,2,1,1,-1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,57.1,42.9,2,75,25,25,25,25,2,64.3,25,0,0,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,3,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,-1,2,-1,2,-1,2,-1,1,3,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,2,-1,-1,-1,-1,1500,-1,1200,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,65,2,65,2,2,2,1,2,2,2,1,1,11,2516,8
25,2,2,2,1,66.7,33.3,0,0,25,25,25,25,25,40,75,25,1,0,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,66.7,2,-1,-1,1,1,2,5,5,5,95,5,33.3,22,20,512,20,20,4,3,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,10,0,1,0,8,3,2,1,1,1,2,2,2,1,4,4,1,1,2,1,2,2,1,1,1,1,1,-1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0.1,2,50,50,2,75,25,25,25,25,2,66.7,25,5,8.3,1,5,1,2,2,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,3,3,3,3,1,2,1,2,3,3,1,2,1,2,2,2,2,2,1,1,2,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,-1,-1,-1,-1,3900,-1,2900,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,2,2,2,1,2,2,1,2,1,144,1,120,2,2,2,1,2,2,2,4,1,7,1539,8
26,1,1,2,4,50,50,0,0,25,25,25,25,25,25,25,25,1,0,2,2,1,1,2,2,3,1,3,1,1,1,2,2,1,2,1,2,1,1,1,1,1,-8,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,39,0,35,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,100,0,2,75,25,25,25,25,2,66.7,25,0,16.7,2,5,5,4,4,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,2,3,3,3,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,-1,-1,-1,-1,1500,-1,1200,-1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,177,2,120,1,2,2,1,2,2,2,3,1,8,2395,24
27,3,1,1,3,100,0,0,0,75,25,25,75,75,75,75,25,2,0,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,-1,1,1,2,1,1,1,20,1,3,30.4,33,6,4,5,44.4,16.7,11.1,27.8,5.6,60,33,565,40,80,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,24.1,2,1,2,2,15,0,1,1,12,2,2,1,1,1,2,2,2,2,4,4,3,1,2,1,1,2,1,1,2,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,27.2,72.8,2,25,25,25,25,74.7,2,96.3,3.7,0,95,2,5,5,5,5,2,5,4,1,1,1,1,2,1,1,1,1,2,1,2,3,1,2,1,1,2,1,2,1,2,2,3,1,2,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,-1,-1,-1,-1,4350,4500,-1,-1,-1,-1,2,1,2,1,-7,-7,-8,-8,1,2,1,1,1,2,2,2,1,1,144,1,120,2,1,2,1,2,2,2,4,1,10,3778,11
